timestamp,source,log_message,target_label,
4/24/2025 2:57,ModernHR,User 7790 account had multiple failed login tries,Security Alert,
9/25/2025 7:20,BillingSystem,Critical system equipment failure: equipment ID Component68,Critical Error,
2025-02-09 06:37:02,BillingSystem,"nova.metadata.wsgi.server [-] 10.11.21.138,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" RCODE  404 len: 176 time: 0.0009220",HTTP Status,
2025-11-23 21:15:10,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" HTTP status code -  202 len: 733 time: 0.5000288",HTTP Status,
2025-09-07 14:31:04,BillingSystem,"nova.compute.claims [req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 63a0d960-70b6-44c6-b606-491478a5cadf] vcpu limit not specified, defaulting to unlimited",Resource Usage,
4/15/2025 2:04,ThirdPartyAPI,System reboot initiated by user User591.,System Notification,
2025-02-20 01:59:25,BillingSystem,"nova.osapi_compute.wsgi.server [req-afa4d0e3-8b30-49a5-a9b8-4048c7d3b6d9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2591708",HTTP Status,
2025-10-25 03:39:10,BillingSystem,"nova.osapi_compute.wsgi.server [req-1a086eaf-4641-48d5-bcd7-32c91302df8f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2569268",HTTP Status,
12/28/2025 12:17,ModernCRM,Multiple invalid login attempts were made for user 8920,Security Alert,
5/13/2025 17:25,AnalyticsEngine,An attempt to export data without permission was made,Security Alert,
5/3/2025 7:19,ModernHR,Shard 4 data transfer failed,Error,
2025-02-11 03:02:06,AnalyticsEngine,"nova.compute.claims [req-3d26bc3d-373c-4269-b095-004aab7a9785 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Total memory: 64172 MB, used: 512.00 MB",Resource Usage,
2025-07-13 14:03:20,ModernHR,"nova.osapi_compute.wsgi.server [req-b7948826-c8b0-4d2c-9933-1580f19fdf93 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1575 time: 0.1955159",HTTP Status,
10/7/2025 10:31,BillingSystem,Disk cleanup completed successfully.,System Notification,
3/21/2025 15:20,BillingSystem,Unauthenticated API access attempt from user 7672 logged,Security Alert,
11/22/2025 13:53,AnalyticsEngine,Backup ended at 2025-04-16 05:59:10.,System Notification,
2025-06-03 13:58:10,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-db6932df-e3e8-4798-b123-2e0ee6a8999b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2623498",HTTP Status,
2025-08-11 22:49:58,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-deb750c5-cf92-4e47-b828-298d46ee7b78 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2659440",HTTP Status,
2025-03-25 17:41:48,ThirdPartyAPI,"nova.compute.claims [req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",Resource Usage,
6/23/2025 9:22,ThirdPartyAPI,Detected an anomalous data transfer request,Security Alert,
2025-04-06 03:20:19,ModernCRM,"nova.metadata.wsgi.server [-] 10.11.21.132,10.11.10.1 ""GET /latest/meta-data/local-ipv4 HTTP/1.1"" HTTP status code -  200 len: 129 time: 0.0006690",HTTP Status,
10/20/2025 9:16,ModernCRM,Account Account9938 blocked due to failed login,Security Alert,
2025-03-03 09:05:30,BillingSystem,"nova.osapi_compute.wsgi.server [req-8f929d23-bb12-4951-9b49-f8df8837aa5e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1910 time: 0.2870619",HTTP Status,
1/15/2025 6:34,AnalyticsEngine,Server 24 experienced an unplanned restart during data replication,Error,
10/2/2025 11:56,BillingSystem,Account with ID 1478 created by User605.,User Action,
9/6/2025 17:48,ThirdPartyAPI,Invalid SSL certificate resulted in a failed service health check.,Error,
2025-10-18 08:17:35,BillingSystem,"nova.osapi_compute.wsgi.server [req-0350bc90-73e4-414f-8f4a-b2640e1cde69 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1759 time: 0.2935462",HTTP Status,
12/12/2025 13:41,ModernCRM,Input data format in module X was invalid or corrupted,Error,
2025-03-27 05:40:59,ModernHR,"nova.metadata.wsgi.server [req-1cbcfc19-86a6-45ba-be47-f13c3af17b9e - - - - -] 10.11.21.127,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" HTTP status code -  200 len: 157 time: 0.2243600",HTTP Status,
2025-07-09 17:24:57,ModernHR,"nova.osapi_compute.wsgi.server [req-2e68b02f-6c9b-4ff6-86ae-96c9bfd618c5 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.4313569",HTTP Status,
4/19/2025 16:16,AnalyticsEngine,API access denied due to unauthorized credentials for user 7900,Security Alert,
11/8/2025 9:31,ModernHR,Detected an illicit data extraction attempt,Security Alert,
3/16/2025 9:05,ThirdPartyAPI,Backup ended at 2025-07-01 14:07:11.,System Notification,
2025-05-07 03:15:19,BillingSystem,"nova.osapi_compute.wsgi.server [req-42da7b86-cc4f-4a8d-b40a-2970b44b2293 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/faf974ea-cba5-4e1b-93f4-3a3bc606006f HTTP/1.1"" Return code: 200 len: 1708 time: 0.1894400",HTTP Status,
1/4/2025 21:28,ModernCRM,User User231 logged out.,User Action,
2025-05-17 20:16:00,ModernCRM,"nova.osapi_compute.wsgi.server [req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" RCODE  202 len: 733 time: 0.4586949",HTTP Status,
2025-04-09 08:24:02,ModernCRM,"nova.osapi_compute.wsgi.server [req-355185de-7074-4448-a197-a632db9c5cbd 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2717261",HTTP Status,
2025-02-03 15:30:34,ModernHR,"nova.osapi_compute.wsgi.server [req-2e5c7471-1bfb-4634-8a87-aeef024c256d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2524278",HTTP Status,
9/29/2025 23:56,ModernHR,Critical system unit error: unit ID Component64,Critical Error,
4/7/2025 17:27,ModernHR,Unauthenticated API access attempt from user 3845 logged,Security Alert,
2025-08-29 01:37:46,ModernHR,"nova.osapi_compute.wsgi.server [req-4f5d8a7d-8353-4f98-983f-bd0854bea276 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2724411",HTTP Status,
12/4/2025 11:33,AnalyticsEngine,Server 6 suffered an abrupt restart during data import,Error,
2/17/2025 22:32,ModernCRM,Service health check failure was due to an invalid or improperly configured SSL certificate.,Error,
2025-08-23 14:50:25,AnalyticsEngine,"nova.compute.claims [req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Total memory: 64172 MB, used: 512.00 MB",Resource Usage,
5/2/2025 2:52,ThirdPartyAPI,Multiple disk errors found in RAID configuration,Critical Error,
4/25/2025 21:42,ModernCRM,System updated to version 1.1.7.,System Notification,
2025-11-25 05:33:46,ThirdPartyAPI,"nova.metadata.wsgi.server [-] 10.11.21.129,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0006950",HTTP Status,
2025-09-08 07:47:40,BillingSystem,"nova.osapi_compute.wsgi.server [req-d7e60bdc-85aa-4e2f-b45c-82adbb1a5a4e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1759 time: 0.2857559",HTTP Status,
2025-05-14 10:24:05,ModernCRM,"nova.osapi_compute.wsgi.server [req-8720bc4b-6afa-4ed0-8211-0a1c4eeb3626 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2753210",HTTP Status,
9/22/2025 20:54,ModernHR,System reboot initiated by user User421.,System Notification,
2025-06-11 07:26:12,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-5e19ca64-9d79-46dc-af69-0bfe959dadd6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2620330",HTTP Status,
6/13/2025 10:33,ModernHR,User User699 logged in.,User Action,
5/30/2025 22:23,ThirdPartyAPI,Shard 20 data synchronization failed,Error,
2025-12-03 05:20:16,ModernCRM,"nova.compute.claims [req-d82fab16-60f8-4c9f-bde8-f362f57bdd40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",Resource Usage,
2/25/2025 21:02,AnalyticsEngine,Backup completed successfully.,System Notification,
3/17/2025 20:19,ModernCRM,Data replication for shard 6 encountered an issue,Error,
4/5/2025 18:37,ThirdPartyAPI,Account with ID 8884 created by User893.,User Action,
4/26/2025 4:14,ModernHR,Server 28 went offline unexpectedly during data parsing,Error,
2025-10-06 05:02:34,AnalyticsEngine,"nova.metadata.wsgi.server [req-bcebb9de-a387-44e2-b784-db819fff540d - - - - -] 10.11.21.133,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" RCODE  200 len: 264 time: 0.2296522",HTTP Status,
10/10/2025 1:53,ModernHR,Security alert: suspicious activity on server 31,Security Alert,
2025-10-26 20:59:25,ModernCRM,"nova.metadata.wsgi.server [-] 10.11.21.141,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" Status code -  200 len: 967 time: 0.0013518",HTTP Status,
7/28/2025 12:50,ThirdPartyAPI,Login to secured account Account6057 was not possible,Security Alert,
2025-01-09 09:16:03,ThirdPartyAPI,"nova.compute.claims [req-4b4dd551-26d8-48e2-bd52-91793d2157bc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Total vcpu: 16 VCPU, used: 0.00 VCPU",Resource Usage,
2025-08-23 01:09:26,ModernCRM,"nova.osapi_compute.wsgi.server [req-f34ca27d-611a-4561-9ed2-e54664bf0514 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" Return code: 404 len: 296 time: 0.0926130",HTTP Status,
2025-04-19 14:50:03,BillingSystem,"nova.metadata.wsgi.server [req-cf86bdeb-2809-46ac-a163-99450b2985aa - - - - -] 10.11.21.141,10.11.10.1 ""GET /latest/meta-data/ HTTP/1.1"" RCODE  200 len: 328 time: 0.2267661",HTTP Status,
2025-03-31 13:06:00,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-cc4f8ca6-e412-41c5-b196-f1390dba7faf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 211 time: 0.0934021",HTTP Status,
2025-03-10 01:51:05,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-4c5a4bf8-3ffd-47e6-bd27-6cc8aa71b618 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" HTTP status code -  200 len: 380 time: 0.1034019",HTTP Status,
11/7/2025 18:08,ThirdPartyAPI,Email service impacted by sending failure,Critical Error,
2/4/2025 21:15,AnalyticsEngine,Key system element crashed: element ID Component77,Critical Error,
8/12/2025 4:53,ThirdPartyAPI,RAID array experienced multiple disk failures and issues,Critical Error,
2025-09-21 00:28:20,ModernHR,"nova.osapi_compute.wsgi.server [req-ac940fc4-e12a-4d3d-b262-e8ae3afad120 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1874 time: 0.2029028",HTTP Status,
2025-12-15 23:53:30,BillingSystem,"nova.osapi_compute.wsgi.server [req-6cbb36b7-bd0e-4336-8e06-af3b2951e446 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2498651",HTTP Status,
6/6/2025 2:04,ModernCRM,"Server 49 is under potential security threat, review necessary",Security Alert,
2025-06-18 23:02:27,ModernHR,"nova.osapi_compute.wsgi.server [req-2bef14f0-3254-4098-8d7c-b319eebbd43e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2710969",HTTP Status,
2025-09-23 03:49:09,ThirdPartyAPI,"nova.metadata.wsgi.server [req-b40b44ea-c721-4bc4-b1cd-bb238982ede4 - - - - -] 10.11.21.122,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" RCODE  200 len: 264 time: 0.2451560",HTTP Status,
10/11/2025 2:24,ModernCRM,Cross-system configuration failure occurred,Critical Error,
2025-12-07 10:11:43,AnalyticsEngine,"nova.metadata.wsgi.server [-] 10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" HTTP status code -  404 len: 176 time: 0.0015490",HTTP Status,
2/17/2025 6:19,ModernHR,Backup completed successfully.,System Notification,
2025-09-05 05:50:27,ModernHR,"nova.osapi_compute.wsgi.server [req-0a48ad90-076f-4367-9334-0b865814f9dd 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2591650",HTTP Status,
2025-03-03 07:30:29,ModernCRM,"nova.metadata.wsgi.server [-] 10.11.21.139,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" RCODE  404 len: 176 time: 0.0010579",HTTP Status,
12/1/2025 20:09,AnalyticsEngine,System component has failed: component ID Component62,Critical Error,
2025-02-11 15:13:33,ModernCRM,"nova.metadata.wsgi.server [req-7ef5f130-fbae-4370-ad20-07c0ce5d475e - - - - -] 10.11.21.139,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/root HTTP/1.1"" status: 200 len: 124 time: 0.2165668",HTTP Status,
2025-05-16 06:05:59,ModernCRM,"nova.osapi_compute.wsgi.server [req-68e17e36-b9b8-4b5d-9096-6bd81ce33bbc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2648020",HTTP Status,
5/21/2025 5:43,ModernCRM,Server 46 was rebooted without notice during data verification,Error,
11/3/2025 15:36,ModernCRM,Account with ID 1314 created by User418.,User Action,
2025-01-04 07:37:34,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-5060aaf4-0f21-48ed-892a-9f8918c76841 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2708540",HTTP Status,
2025-11-07 14:29:37,BillingSystem,"nova.osapi_compute.wsgi.server [req-7c98765b-5005-4eb1-b863-0e66d8c312c4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/af5f7392-f7d4-4298-b647-c98924c64aa1 HTTP/1.1"" HTTP status code -  204 len: 203 time: 0.2809131",HTTP Status,
2025-07-11 07:10:59,ThirdPartyAPI,nova.compute.resource_tracker [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=512MB phys_disk=15GB used_disk=0GB total_vcpus=16 used_vcpus=0 pci_stats=[],Resource Usage,
2025-06-02 10:46:29,BillingSystem,"nova.osapi_compute.wsgi.server [req-17d97474-1552-40e1-b424-7de7e498d150 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2607520",HTTP Status,
2025-07-14 23:50:00,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-44948c02-9c44-4f95-b4dd-08d7e4df65da 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2457120",HTTP Status,
2025-08-06 00:20:24,ModernHR,"nova.osapi_compute.wsgi.server [req-493775eb-1dd2-40ef-b924-0bf937b83836 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2762039",HTTP Status,
9/13/2025 2:57,ThirdPartyAPI,System updated to version 2.0.1.,System Notification,
3/18/2025 14:12,ModernHR,Failed login try on account Account1984 occurred,Security Alert,
2025-04-14 04:09:07,BillingSystem,"nova.osapi_compute.wsgi.server [req-07bc4660-d894-4b67-8bb7-0b1ebe315af2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/95960536-049b-41f6-9049-05fc479b6a7c HTTP/1.1"" Return code: 200 len: 1708 time: 0.1721809",HTTP Status,
2025-01-16 23:12:34,BillingSystem,"nova.osapi_compute.wsgi.server [req-3c7d7e41-e930-4301-9889-6509c7142e16 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2694650",HTTP Status,
9/9/2025 11:36,ModernHR,Disk cleanup completed successfully.,System Notification,
7/13/2025 0:25,ModernCRM,User User842 logged out.,User Action,
2025-11-20 12:09:50,BillingSystem,"nova.metadata.wsgi.server [req-972078d5-4e3b-4133-b562-d6d29d9c0110 - - - - -] 10.11.21.135,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" RCODE  200 len: 124 time: 0.2238431",HTTP Status,
8/13/2025 12:07,AnalyticsEngine,An issue with the SSL certificate caused the service health check to fail.,Error,
2025-05-14 19:24:13,BillingSystem,"nova.osapi_compute.wsgi.server [req-09b59776-544a-4963-b0ae-b19efe78d211 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2686541",HTTP Status,
2025-07-25 18:14:46,AnalyticsEngine,"nova.metadata.wsgi.server [req-5de0f721-212b-46b8-81df-fb28eaafb152 - - - - -] 10.11.21.139,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" Return code: 200 len: 124 time: 0.2188199",HTTP Status,
4/7/2025 2:12,AnalyticsEngine,User 8395 escalated privileges to admin level,Security Alert,
9/1/2025 5:52,BillingSystem,Server 19 went offline unexpectedly during data parsing,Error,
4/28/2025 20:42,ThirdPartyAPI,Disk cleanup completed successfully.,System Notification,
2025-12-05 01:16:34,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-e6e405d0-64f1-4959-b359-ba64936c6144 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2754779",HTTP Status,
3/4/2025 15:03,AnalyticsEngine,Failed access attempt on limited account Account4615,Security Alert,
2025-10-17 06:42:42,ModernHR,"nova.osapi_compute.wsgi.server [req-39477c65-5728-4dd9-8e3e-d8c89db36e91 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.3852520",HTTP Status,
2025-12-13 01:42:29,ModernCRM,"nova.osapi_compute.wsgi.server [req-d133dda3-dd32-4846-bca9-96dfeb3e9657 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2688291",HTTP Status,
2025-10-02 00:35:43,BillingSystem,"nova.osapi_compute.wsgi.server [req-5daeb01c-10d3-4b9c-bf66-8a5171be5f2b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2753000",HTTP Status,
2025-05-11 16:09:36,AnalyticsEngine,"nova.compute.claims [req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] memory limit: 96258.00 MB, free: 95746.00 MB",Resource Usage,
2025-01-10 06:50:08,BillingSystem,"nova.compute.claims [req-6a763803-4838-49c7-814e-eaefbaddee9d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Total memory: 64172 MB, used: 512.00 MB",Resource Usage,
1/31/2025 2:56,AnalyticsEngine,Account with ID 4725 created by User771.,User Action,
1/21/2025 10:09,BillingSystem,"Abnormal behavior found on server 50, possible security threat",Security Alert,
3/29/2025 16:26,AnalyticsEngine,Disk cleanup completed successfully.,System Notification,
2025-01-10 23:31:23,ModernCRM,"nova.osapi_compute.wsgi.server [req-49348d37-0ea0-4804-b3d1-fe84b2fdfa12 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1583 time: 0.2927220",HTTP Status,
9/2/2025 18:41,BillingSystem,Backup ended at 2025-07-31 13:19:58.,System Notification,
9/18/2025 15:46,ModernHR,IP 192.168.87.42 flagged for potential cyber threat,Security Alert,
1/19/2025 2:53,BillingSystem,Input to module X did not conform to expected format,Error,
2025-11-11 17:05:26,ModernHR,"nova.compute.claims [req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Total disk: 15 GB, used: 0.00 GB",Resource Usage,
2025-06-18 20:48:53,AnalyticsEngine,"nova.metadata.wsgi.server [-] 10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" Status code -  200 len: 967 time: 0.0032220",HTTP Status,
